sector,code,region,nondis,estab,employ,wage,bea.comp.st,bea.earn.st,bea.empl.st,gdp.comp.st,us.comp.gdp.ratio,us.comp.out.ratio,st.output,st.gdp.est,gdp,taxsub.est,taxsub.st,surplus.est,surplus.st,check,output,jobs.1000output.ratio,earn.output.ratio,comp.output.ratio,valueadded.output.ratio,taxsub.output.ratio,surplus.output.ratio,Code,st.total.dem,rpc
174,336999,34000,0,4,112,9495885,12599412.42,11220199.01,119.6993044,12983260.62,0.609950249,0.153537884,84560632.98,21285769.85,13606575.72,365549.7956,467626.2437,4941691.681,1190853.882,0,84560632.98,0.001415544,0.13268821,0.148998558,0.160909104,0.00553007,0.01408284,336999,194510577.3,0.612372022
175,337110,34000,0,182,1711,69241828,85426570.1,88545628.14,1828.620624,85580383.5,0.924878837,0.354928704,241119927.6,92531453.95,80002117.6,980101.333,1933814.768,5029750.797,2499598.541,0,241119927.6,0.007583864,0.367226504,0.354290792,0.331793885,0.008020137,0.010366619,337110,590939181.6,0.694565185
176,337121,34000,0,14,262,9254410,11417556.81,11834429.71,280.0108728,11438114.5,0.897072419,0.268567211,42589393.01,12750491.77,11023995.61,91725.07905,180980.5849,1042948.121,518306.3153,0,42589393.01,0.006574662,0.277872702,0.268084516,0.258843689,0.004249429,0.012169845,337121,281457717.6,0.494036409
177,337122,34000,0,54,464,19744835,24360037.57,25249460.74,495.8971183,24403898.63,0.76101949,0.344743276,70788613.75,32067376.65,27725253.72,349163.615,688926.4738,6268318.232,3115120.359,0,70788613.75,0.007005323,0.356688165,0.34412367,0.391662617,0.009732165,0.044005952,337122,184238250.3,0.662684265
178,33712A,34000,0,18,140,5994616,7395811.156,7665843.818,149.6241305,7409127.561,0.678711705,0.230892571,32089068.67,10916457.62,9438301.131,185355.4817,365720.5188,2854474.419,1418567.317,0,32089068.67,0.004662776,0.238892686,0.230477588,0.294128235,0.011397044,0.044207183,33712A,115553557.2,0.597876563
179,337127,34000,0,15,278,12786677,15775463.92,16351450.84,297.1107734,15803868.17,0.654589372,0.249769585,63273789.52,24143178.67,20874041.61,191597.4833,378036.4646,7018518.337,3487941.83,0,63273789.52,0.004695637,0.258423764,0.249320675,0.329900291,0.005974614,0.055124592,337127,150219929.7,0.694799691
180,33721A,34000,0,50,849,43991368,54274010.25,56255639.47,907.3634771,54371732.42,0.484343613,0.222421184,244453929.4,112258592.7,97058078.64,1181257.486,2330711.217,48867360.64,24285255.53,0,244453929.4,0.003711797,0.230127777,0.222021427,0.39704037,0.009534358,0.099344918,33721A,522537711.1,0.722490577
181,337215,34000,0,48,869,53080161,65487238.36,67878280.12,928.7383529,65605150.32,0.971389646,0.367762734,178389881,67537419.83,58392431.68,715983.4948,1412690.106,974533.0901,484306.5967,0,178389881,0.005206228,0.380505215,0.367101755,0.327330403,0.007919116,0.002714877,337215,187990810.4,0.82941315
182,337900,34000,0,30,611,25395346,31331311.84,32475267.16,653.0024553,31387724.91,0.610029341,0.228517186,137353892,51452811.85,44485780.01,866220.8431,1709119.866,16481928.1,8190903.505,0,137353892,0.004754161,0.236434998,0.228106473,0.323877099,0.012443185,0.059633574,337900,269177336.6,0.710283183
183,339112,34000,0,86,3044,316289960,431206129.4,445332062.7,3253.256095,421180376.6,0.584349593,0.335135835,1256745272,720767809.6,537046960.4,4123666.814,7332292.656,219130441.7,113694347,0,1256745272,0.002588636,0.354353482,0.343113389,0.427331594,0.005834351,0.090467296,339112,1020112846,0.753302304
184,339113,34000,0,89,6164,728873117,993691217.9,1026243668,6587.736717,970587412.5,0.481534325,0.260023113,3732696685,2015614179,1501842138,12362197.26,21981225.03,766291400.8,397585108.6,0,3732696685,0.001764873,0.274933581,0.266212688,0.402347757,0.005888832,0.106514175,339113,1085249747,0.857972114
185,339114,34000,0,17,641,40466219,55168623.32,56975898.88,685.064769,53885925.93,0.57892227,0.268287293,200851577.3,93079725.43,69354073.46,1091408.881,1940634.315,28078973.95,14568585.65,0,200851577.3,0.003410801,0.283671653,0.274673588,0.345300119,0.009662032,0.072534086,339114,138998147.6,0.686949238
186,339115,34000,0,24,789,29416088,40103699.3,41417461.2,843.2388498,39171268.73,0.732465884,0.393722279,99489591.56,53478625.55,39847136.51,126458.7004,224856.2365,10546655.62,5472060.909,0,99489591.56,0.008475649,0.416299439,0.403094421,0.400515631,0.002260098,0.055001341,339115,151726624.4,0.452398349
187,339116,34000,0,184,1013,48605504,66265117.13,68435904.06,1082.637459,64724420.84,0.895905621,0.50048459,129323503.9,72244686.62,53829803.21,485626.2608,863492.1359,5099075.738,2645620.947,0,129323503.9,0.008371544,0.529183806,0.512398096,0.416241453,0.006676993,0.020457387,339116,153346508,0.514165504
188,339910,34000,0,74,1774,133364336,181818983.8,187775213.7,1895.951482,177591603.8,0.695528069,0.226035869,785678860,255333482.3,190249992.8,11705835.27,20814147.66,46219947.5,23980907.04,0,785678860,0.002413138,0.238997411,0.231416413,0.242147272,0.026491928,0.030522531,339910,511669007.5,0.650062829
189,339920,34000,0,30,224,9820439,13388453.71,13827047.68,239.3986088,13077165.64,0.621361133,0.25504602,51273749.15,21045998.76,15681457.35,552120.5479,981725.639,5385488.696,2794224.372,0,51273749.15,0.004669029,0.269671087,0.26111712,0.305837931,0.01914675,0.054496198,339920,329694326.4,0.38660254
190,339930,34000,0,15,62,3385082,4614968.198,4766150.495,66.26211494,4507667.937,0.539871677,0.195746095,23028137.22,8349517.35,6221258.571,199582.0807,354876.9312,2662995.191,1381677.037,0,23028137.22,0.002877441,0.206970735,0.200405624,0.270159002,0.015410579,0.059999514,339930,89777153.15,0.484204332
191,339940,34000,0,27,342,15829020,21580104.68,22287049.92,365.510376,21078356.72,0.623470523,0.272351798,77393859.29,33808104.71,25190553.23,910670.7229,1619263.766,8574315.115,4448725.384,0,77393859.29,0.004722731,0.287969228,0.278834844,0.325485167,0.02092238,0.057481633,339940,130673226.8,0.646284518
192,339950,34000,0,205,2216,115804666,157879440.1,163051431.6,2368.336237,154208666.1,0.820430682,0.340321866,453125941.7,187960627.9,140050211.1,6729588.362,11965882.2,18419132.59,9556642.322,0,453125941.7,0.005226662,0.359836894,0.348422868,0.309075686,0.026407409,0.021090477,339950,260477439.2,0.817178409
193,339990,34000,0,150,1651,82596029,112605262.5,116294111.8,1764.495996,109987135.2,0.733767408,0.280702968,391827474.8,149893732,111686415.6,1080705.957,1921603.443,28663957.99,14872100.67,0,391827474.8,0.004503247,0.296799278,0.287384805,0.285039776,0.004904208,0.037955737,339990,790927621.1,0.659447112
194,311111,34000,0,9,429,23313963,29512461.74,30773518,458.4910856,31088686.03,0.295396715,0.094641666,328488363.8,105243844.7,101181865.6,678758.7561,611601.1922,70614316.1,68286598.1,0,328488363.8,0.001395761,0.093682216,0.089843249,0.308022678,0.001861866,0.20788133,311111,385460631.3,0.862409062
195,311119,34000,0,10,87,4502882,5700066.21,5943627.871,92.98070967,6004499.738,0.537960954,0.074759916,80317101.62,11161590.24,10730798.81,206169.6703,185770.887,4751878.369,4595238.279,0,80317101.62,0.00115767,0.074002021,0.070969521,0.133605404,0.002312968,0.057213697,311119,240367658.7,0.756390225
196,311210,34000,1,2,63,8897586,11263193.06,11744465.02,67.33085873,11864746.36,0.527315914,0.083214634,142580046.5,22500262.23,21631844.75,1448973.924,1305609.941,8776054.829,8486762.487,0,142580046.5,0.000472232,0.082371028,0.078995577,0.151717195,0.009157031,0.059522792,311210,480728531.4,0.446249699
197,311221,34000,1,1,24,4747366,6009551.333,6266337.175,25.64985094,6330514.08,0.329987453,0.067051925,94412115.56,19184105.41,18443677.92,339406.871,305825.3688,12018088.75,11621926.57,0,94412115.56,0.00027168,0.066372172,0.063652332,0.195352872,0.00323926,0.12309783,311221,308335431,0.624148114
198,31122A,34000,0,0,0,0,0,0,0,0,0.858059342,0.050500283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31122A,957329555.9,0
199,311225,34000,0,7,325,23285470,29476393.28,30735908.36,347.3417315,31050691.2,0.290375204,0.027269245,1138670712,106932998.4,102805824.9,1593238.721,1435600.93,71360323.79,69008014.52,0,1138670712,0.000305041,0.026992798,0.02588667,0.090285825,0.001260769,0.060604013,311225,701332508.1,0.905022776
200,311230,34000,0,0,0,0,0,0,0,0,0.236236017,0.109295717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311230,242007467.1,0
201,311300,34000,0,64,1053,67938933,86001901.97,89676730.53,1125.38721,90595157.8,0.484681065,0.1450201,624707594.6,186917056.2,179702827.3,2685162.789,2419488.144,89919106.85,86955029.09,0,624707594.6,0.001801462,0.143549928,0.137667451,0.287659105,0.003872993,0.139193168,311300,802683613.8,0.840402691
202,311410,34000,0,23,1566,59618752,75469628.96,78694417.5,1673.652774,79500369.04,0.778713169,0.15774728,503972995.8,102091979.7,98151649.6,2754305.661,2481789.901,18965361.84,18340190.96,0,503972995.8,0.003320918,0.156148084,0.149749351,0.194755771,0.00492445,0.036391218,311410,725081895.6,0.776202049
203,311420,34000,0,33,2124,136491804,172780970,180163835.2,2270.011809,182008989.2,0.733662145,0.136514856,1333254083,248082840.7,238507864.5,9116823.426,8214789.167,54406849.48,52613391.58,0,1333254083,0.00170261,0.135130908,0.12959343,0.178891531,0.006161458,0.039462389,311420,1048755137,0.879908603
204,31151A,34000,1,14,1017,61355785,77668488.07,80987233.02,1086.912434,81816666.51,0.627664849,0.112931522,724480334.8,130350881.8,125319874.4,3541513.556,3191110.087,43119480.84,41698097.79,0,724480334.8,0.001500265,0.111786655,0.107205792,0.172978987,0.004404688,0.057555873,31151A,877804347.8,0.853015448
205,311513,34000,0,15,786,34035796,43084915.55,44925917.61,840.0326184,45386027.91,0.544414894,0.064316461,705667372,83366616.98,80149008.79,1065811.287,960358.0772,35448883.41,34280352.6,0,705667372,0.001190409,0.063664439,0.061055559,0.11357902,0.001360922,0.048578628,311513,896770248,0.771761086
206,311514,34000,1,6,76,4601751,5825221.577,6074131.079,81.22452799,6136339.498,0.547236181,0.081402302,75382874.02,11213329.29,10780540.95,184190.1469,165966.0556,4696848.745,4542022.642,0,75382874.02,0.001077493,0.08057707,0.077275132,0.143010479,0.002201641,0.060252713,311514,386106420.2,0.60264726
207,311520,34000,0,37,222,5484261,6942365.093,7239009.713,237.2611212,7313148.276,0.400455063,0.123740333,59100764.57,18262094.7,17557253.03,139818.8524,125984.9336,10386543.32,10044163.11,0,59100764.57,0.004014519,0.122485889,0.117466587,0.297073196,0.002131697,0.1699498,311520,287933061.5,0.592948611
208,31161A,34000,1,61,2657,125007002,158242696.2,165004346.4,2839.652248,166694244,0.62506881,0.105802111,1575528520,266681429.9,256388624.6,15849632.58,14281442.55,80278459.58,77632174.44,0,1575528520,0.001802349,0.10472952,0.100437849,0.162731821,0.009064541,0.049273735,31161A,2978090008,0.775355765
209,311615,34000,1,11,335,15812801,20016960.84,20872277.97,358.0291694,21086042.11,0.877313532,0.161051432,130927380.2,24034784.98,23107141.24,250969.7264,226138.3481,2583963.816,2498786.483,0,130927380.2,0.002734563,0.15941874,0.15288598,0.176488227,0.001727204,0.019085286,311615,1297068615,0.483329925
210,311700,34000,0,17,578,21448392,27150890.14,28311037.35,617.7339102,28600985.8,0.700158856,0.171514739,166755265.5,40849280.91,39272666.84,1029386.82,927537.5094,10746174.53,10391939.5,0,166755265.5,0.003704434,0.169775972,0.162818788,0.235510805,0.005562268,0.062318509,311700,316894712.9,0.7079041
211,311810,34000,0,537,8563,255777796,323781607.5,337616672.4,9151.653068,341074385,0.702760631,0.248033164,1375116052,485335077.1,466603141.3,65646069.52,59150933.99,73046753.77,70638853.31,0,1375116052,0.006655186,0.245518676,0.23545766,0.3393191,0.043015231,0.051369376,311810,1222743074,0.851377364
212,3118A0,34000,2,39,2740,144531422,182958086.6,190775816,2928.357983,192729653,0.477414773,0.162815482,1183730505,403694364,388113423.6,10309262.81,9289246.541,192513078.8,186167111.3,0,1183730505,0.002473838,0.161164906,0.154560591,0.327873128,0.007847434,0.157271533,3118A0,604768276.9,0.870215517
213,311910,34000,0,19,888,42421060,53699575.23,55994137.65,949.0444849,56567603.51,0.295069668,0.116179946,486896452.2,191709313.8,184310123.5,2508830.192,2260602.198,127416966.4,123216815.8,0,486896452.2,0.001949171,0.115002148,0.110289518,0.378540699,0.004642881,0.25306575,311910,689452683.1,0.795000459
214,311920,34000,0,22,723,53911530,68245024.08,71161108,772.7017597,71889906.89,0.508150646,0.117463617,612018499.4,141473611,136013312.1,2446557.609,2204490.973,64451502.02,62326933.94,0,612018499.4,0.001262546,0.116272806,0.111508107,0.222237256,0.003602001,0.101838317,311920,220848499.1,0.908612449
215,311930,34000,0,13,291,20229148,25607484.93,26701683.03,311.0044427,26975149.22,0.284561404,0.177870381,151656218.1,94795530.54,91136813.34,191866.9755,172883.3255,65026915.77,62883379.85,0,151656218.1,0.00205072,0.176067183,0.168852193,0.600943466,0.001139969,0.414644257,311930,255585689.5,0.722316692
216,311940,34000,0,45,2780,227465122,287941424.2,300245051.7,2971.107734,303320021.6,0.620181406,0.156913368,1933041307,489082740.4,470206160.3,14660622.91,13210075.55,164065698.2,158657465.1,0,1933041307,0.001537012,0.155322626,0.148957719,0.243246825,0.00683383,0.082076604,311940,435036146.9,0.916991631
217,311990,34000,0,75,3212,144437421,182839093.5,190651738.4,3432.805051,192604304.6,0.743931088,0.15210546,1266255037,258900733.7,248908231.3,5327714.687,4800581.392,58409945.17,56484529.92,0,1266255037,0.00271099,0.150563459,0.144393576,0.196570378,0.003791165,0.044607546,311990,613201828.8,0.8912362
218,312110,34000,0,33,658,33090600,45612478.62,49432018.03,703.2334134,44125628.66,0.610496702,0.141769357,311249408.9,72278242.52,69488599.94,5015475.199,4519235.419,22050563.68,21323692.74,0,311249408.9,0.002259389,0.15881803,0.146546394,0.22325697,0.014519659,0.068509986,312110,1223367088,0.654506806
219,312120,34000,0,14,465,46314276,63840151.7,69186056.65,496.965862,61759126.29,0.207406004,0.09042114,683016456,297769230.3,286276564,92994470.55,83793436.98,133906615.2,129492540.8,0,683016456,0.000727605,0.101294861,0.093467955,0.419135676,0.122681432,0.189589196,312120,708038989.4,0.863391553
220,312130,34000,0,49,330,7962152,10975125.5,11894170.59,352.6854505,10617364.52,0.464795433,0.147560791,71952477.48,22843091.33,21961442.05,3092572.239,2786587.799,8661291.845,8375782.53,0,71952477.48,0.004901644,0.165305921,0.152532976,0.305221485,0.03872817,0.116407146,312130,419261482.5,0.531600338
221,312140,34000,0,6,166,14143264,19495244.17,21127754.74,177.411469,18859749.15,0.105878912,0.069803317,270184141.1,178125641.8,171250725.4,85425010.88,76972912.73,67668830.08,65438206.56,0,270184141.1,0.000656632,0.078197612,0.072155398,0.633829671,0.284890565,0.242198548,312140,327816055.7,0.799984727
222,312200,34000,0,0,0,0,0,0,0,0,0.062068779,0.045577366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312200,1306740830,0
223,313100,34000,0,7,70,3624248,4446798.864,4527335.213,74.81206525,4518281.256,0.919158361,0.178245463,25348646.59,4915672.258,4363752.134,331026.6015,458090.6691,24162.52566,8127.15463,0,25348646.59,0.002951324,0.17860264,0.175425495,0.172149315,0.018071603,0.000320615,313100,73199881.1,0.657790754
224,313200,34000,0,49,477,20213105,24800624.12,25249790.31,509.7907875,25199294.71,0.640984768,0.210028437,119980394.3,39313406.44,34899389.59,1118807.92,1548260.673,11404423.27,3835919.834,0,119980394.3,0.004248951,0.210449303,0.206705639,0.29087577,0.012904281,0.031971222,313200,452775558.4,0.709298472
225,313300,34000,0,62,842,50324945,61746577.02,62864874.48,899.8822706,62739154.63,0.827156334,0.266905849,235060995.6,75849210.16,67333039.17,2291319.729,3170839.392,9346769.588,3143820.427,0,235060995.6,0.003828293,0.267440688,0.262683211,0.286449221,0.013489432,0.013374488,313300,281770437.4,0.790624449
226,314110,34000,1,2,106,5387123,6694861.83,6922414.199,113.2868417,6716024.089,0.685491138,0.175971622,38165381.41,9797390.093,8697362.168,91441.17629,126540.7355,2643956.297,889304.453,0,38165381.41,0.002968314,0.181379406,0.175417134,0.227886159,0.003315589,0.023301338,314110,319986579.8,0.486055701
227,314120,34000,1,40,774,54314051,67498935.31,69793163.78,827.2076929,67712297.43,0.752057613,0.30528294,221801773.2,90036050.76,79927014.66,7606223.103,10525860.5,12252186.4,4121068.09,0,221801773.2,0.003729491,0.314664589,0.30432099,0.360353362,0.04745616,0.01857996,314120,179966552.6,0.811550165
228,314900,34000,0,119,1605,65866846,81856202.86,84638422.02,1715.333782,82114947.89,0.802993197,0.308359457,266296188.2,102261075.4,90779442.27,3013630.465,4170408.027,14870537.21,5001760.041,0,266296188.2,0.006441451,0.31783565,0.307387813,0.340896514,0.015660788,0.018782695,314900,220894520.5,0.81981195
229,315000,34000,0,173,4493,170655620,228003000,301214000,4801.865845,237119521.2,0.89973589,0.435552609,544410746.8,263543473.1,250763976.1,7407876.434,11509086.93,17759279.93,3149165.15,0,544410746.8,0.0088203,0.553284449,0.418806942,0.460615404,0.021140448,0.005784539,315000,579412683.7,0.690732798
230,316000,34000,0,35,508,35179425,42685000,44538000,542.921845,48880478.78,0.890385793,0.260853965,187386374.6,54898089.31,52236023.89,959633.0169,1490913.072,4798165.085,850834.8498,0,187386374.6,0.002897339,0.237680035,0.227791375,0.278761057,0.007956358,0.004540537,316000,111811749.8,0.791212223
231,322110,34000,0,0,0,0,0,0,0,0,0.408678756,0.124285996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322110,216388398,0
232,322120,34000,0,16,317,28346522,34589817.7,36185550.07,338.7917812,35811544.96,0.450140121,0.153766379,232895807.5,79556438.65,52003550.89,2049415.977,7234379.655,26545250.2,-2128713.809,0,232895807.5,0.001454692,0.155372269,0.148520568,0.223291056,0.03106273,-0.009140198,322120,1728869233,0.603225969
233,322130,34000,0,4,41,1760883,2148715.88,2247842.609,43.81849536,2224609.45,0.353197841,0.121255125,18346519.03,6298479.746,4117118.835,60983.84772,215271.2344,2601977.503,-208657.4961,0,18346519.03,0.002388382,0.122521477,0.11711845,0.224408719,0.011733628,-0.011373138,322130,925887631.6,0.14424588
234,322210,34000,0,85,4000,262762972,320636277.7,335428194,4274.975157,331961289.1,0.82247866,0.210707488,1575460333,403610823.5,263827747.4,17474522,61684561.78,29360533.38,-2354476.691,0,1575460333,0.002713477,0.212908054,0.203519105,0.167460736,0.039153358,-0.001494469,322210,1643465952,0.85293169
235,322220,34000,0,53,2274,130507183,159251271.4,166598011.7,2430.323377,164876094.9,0.654008439,0.211429915,779814411,252100867.7,164790437.1,3596473.966,12695450.01,53419626.65,-4283820.873,0,779814411,0.003116541,0.213638026,0.204216887,0.211320072,0.016280092,-0.005493385,322220,690045117.7,0.836860672
236,322230,34000,0,22,870,39612358,48336943.83,50566872.5,929.8070967,50044225.51,0.645612708,0.218286445,229259427.9,77514312.97,50668677.33,1034836.829,3652944.344,16921498.52,-1356966.964,0,229259427.9,0.004055698,0.220566164,0.210839503,0.221010223,0.015933671,-0.005918915,322230,192541552.1,0.81815366
237,322291,34000,0,10,2261,335924434,409911485.2,428821935.4,2416.429708,424389735.4,0.522205535,0.237024053,1790492273,812687163.7,531228131.8,2393432.905,8448749.549,251424428,-20162200.31,0,1790492273,0.00134959,0.239499462,0.228937869,0.296693898,0.004718674,-0.011260702,322291,363508786.4,0.93104582
238,322299,34000,0,23,587,30626934,37372488.37,39096593.71,627.3526043,38692500.75,0.570099256,0.193800084,199651619.8,67869761.93,44364336.54,302734.3064,1068643.424,18769527,-1505163.862,0,199651619.8,0.003142236,0.195824075,0.187188506,0.222208748,0.005352541,-0.007538951,322299,146668700.1,0.886751536
239,323110,34000,0,907,13303,737326349,900903680.8,961199885,14217.49863,946885718.5,0.692633,0.313206319,3023201198,1367081440,1174831702,25106064.93,43490131.17,335998431.1,181036630.7,0,3023201198,0.004702796,0.31794109,0.297996601,0.388605198,0.014385457,0.059882429,323110,2853713634,0.906892561
240,323120,34000,0,100,1850,100539442,122844319.2,131066115,1977.17601,129114281.5,0.764335035,0.456763545,282672036.5,168923673.1,145168298.3,871619.9239,1509868.827,33339462.09,17963369.25,0,282672036.5,0.006994594,0.463668485,0.434582496,0.513557337,0.005341416,0.063548448,323120,319362063.7,0.874166306
241,324110,34000,0,29,1540,193021424,285228356.4,538562894.4,1645.865436,269803738.1,0.085620048,0.02105291,12815508099,3151174804,1982555878,37898354.22,109078225.9,1774910995,1567178602,0,12815508099,0.000128428,0.042024311,0.0222565,0.154699748,0.008511424,0.122287668,324110,17596018808,0.915934408
242,324121,34000,0,18,823,68474898,101185569,191056715.4,879.5761386,95713641.85,0.267825045,0.110188989,868631634.1,357373754.5,224841045.6,2424888.448,6979261.643,162153188.7,143175070.9,0,868631634.1,0.0010126,0.219951367,0.116488469,0.258845104,0.008034777,0.164828295,324121,443193389.7,0.950466999
243,324122,34000,0,7,176,11848862,17509100.09,33060358.18,188.0989069,16562240.57,0.381236272,0.145369706,113931857.4,43443506.75,27332403.01,360201.1065,1036723.057,16543522.25,14607298.14,0,113931857.4,0.001650977,0.290176593,0.153680459,0.23990132,0.009099501,0.128210831,324122,225143832.4,0.810559301
244,324190,34000,0,15,531,72199872,106689974.6,201450032,567.5029521,100920379.5,0.174783921,0.088985123,1134126431,577400821,363270673,4136570.978,11905789.39,295640229.4,261039028.4,0,1134126431,0.000500388,0.177625727,0.094072382,0.320308797,0.010497762,0.230167485,324190,580344136.8,0.93817906
245,325110,34000,1,4,322,30855080,39103800.63,41350032.62,344.1355002,38861445.45,0.174467027,0.036745166,1057593402,222743781.9,189034655.9,5862905.916,12685093.71,150191435.5,133531960.5,0,1057593402,0.000325395,0.039098232,0.036974324,0.178740389,0.011994301,0.126260206,325110,4873306886,0.714874563
246,325120,34000,0,19,1138,158638055,201047959.5,212596718.2,1216.230432,199801916.6,0.339876253,0.17184466,1162689119,587866656.1,498901338.8,12879680.39,27866719.18,316456940.6,281355029,0,1162689119,0.00104605,0.182849151,0.172916351,0.429092636,0.023967472,0.241986464,325120,338833798.9,0.929684129
247,325130,34000,1,20,912,76942075,97511578.68,103112917.2,974.6943359,96907227.29,0.414670659,0.136688872,708962079.8,233696851.4,198330132.9,8907041.897,19271443.68,107107178.8,95226678.7,0,708962079.8,0.001374819,0.145442077,0.137541318,0.279747166,0.027182616,0.134318437,325130,408139671.3,0.851399209
248,325180,34000,0,29,867,85359225,108178948.7,114393050.9,926.6008654,107508483.7,0.270491147,0.11238723,956589852.7,397456571.5,337307131.8,8864413.047,19179211.1,237177100.3,210869035.8,0,956589852.7,0.00096865,0.11958422,0.113088121,0.352614165,0.020049566,0.220438295,325180,1184320036,0.857704564
249,325190,34000,0,40,2991,323489068,409969833.9,433519651,3196.612674,407428947.5,0.254460303,0.034712152,11737357857,1601149343,1358838000,95256038.79,206097760.4,917811631.4,816006492.8,0,11737357857,0.000272345,0.036935029,0.03492863,0.115770348,0.017559127,0.069522162,325190,4780576082,0.935330729
250,325211,34000,0,39,819,65571579,83101322.45,87874895.49,875.3011635,82586282.08,0.259270211,0.051858949,1592517456,318533632.2,270328065,26123133.13,56520503.07,174116917.3,154803589.5,0,1592517456,0.000549634,0.055179863,0.052182362,0.169748887,0.035491293,0.09720684,325211,2398979210,0.786246909
251,3252A0,34000,2,4,24,2899094,3674130.606,3885182.973,25.64985094,3651359.301,0.61627182,0.124370911,29358627.95,5924916.863,5028264.36,222572.799,481562.7017,1706913.93,1517580.299,0,29358627.95,0.000873673,0.132335305,0.125146537,0.171270414,0.016402766,0.051691118,3252A0,371046888.7,0.346076121
252,325310,34000,0,21,355,39989859,50680648.82,53591887.43,379.4040452,50366543.34,0.258181818,0.072675576,693032601.5,195081682,165558824.1,4548686.885,9841624.652,118265859,105147620.2,0,693032601.5,0.000547455,0.077329533,0.073128809,0.238890384,0.014200811,0.15172103,325310,469714673.9,0.917502391
253,325320,34000,0,7,121,7658779,9706258.001,10263812.68,129.3179985,9646101.139,0.17124449,0.089088824,108275097.6,56329410.42,47804749.57,413367.6209,894369.9734,39205082,34856391.41,0,108275097.6,0.001194347,0.094793844,0.089644417,0.441511951,0.008260163,0.321924359,325320,175728617.6,0.807398473
254,325411,34000,0,40,4262,903172352,1144624211,1210374636,4554.98603,1137530128,0.445020464,0.238363171,4772256222,2556129931,2169295761,15981169.32,34577159.06,1187933586,1056166087,0,4772256222,0.000954472,0.253627337,0.239849697,0.454563976,0.007245453,0.221313785,325411,1783815736,0.781708279
255,325412,34000,0,168,20397,3118050962,3951622980,4178615287,21799.16707,3927131849,0.382986186,0.228028795,17222087425,10253977792,8702183048,89416136.05,193462436.8,5279861238,4694210559,0,17222087425,0.001265768,0.242631174,0.229450872,0.505292003,0.011233391,0.272569198,325412,4264812425,0.857986182
256,325413,34000,1,20,1128,132584580,168029413.1,177681493.8,1205.542994,166988010.5,0.472626963,0.259374272,643811003.7,353318840.6,299849023.2,5471852.312,11839002.77,152618020.3,135689384.6,0,643811003.7,0.001872511,0.275983934,0.260991832,0.465740755,0.018388941,0.210759654,325413,371297194.9,0.708236606
257,325414,34000,1,12,931,101730229,128926536.4,136332438.2,995.0004679,128127483.2,0.242018734,0.158726179,807223385.6,529411425.6,449292482,3349724.106,7247526.193,337205560,299802178.3,0,807223385.6,0.001232621,0.168890595,0.159716057,0.556590022,0.00897834,0.371399273,325414,1410908712,0.500114347
258,325510,34000,0,48,1351,115869187,146845368.3,155280578.2,1443.872859,145935259,0.333956969,0.107845676,1353186003,436988212.4,370856217.1,4410824.98,9543344.037,242595373.9,215686305.8,0,1353186003,0.001067017,0.114751836,0.108518244,0.274061523,0.0070525,0.15939147,325510,594503034.3,0.836801557
259,325520,34000,0,35,780,66311589,84039164.89,88866610.23,833.6201557,83518312.02,0.408349641,0.120349899,693962460,204526473.4,173574279.7,2830630.784,6124406.101,99808041.46,88737173.37,0,693962460,0.001201247,0.128056798,0.121100448,0.250120561,0.00882527,0.127870279,325520,363663211.1,0.886408693
260,325610,34000,0,93,2710,265103943,335976174.2,355275588,2896.295669,333893881.3,0.154570388,0.080623465,4141398287,2160141321,1833234435,27090655.82,58613853.38,1522855065,1353937538,0,4141398287,0.000699352,0.085786385,0.081126265,0.442660741,0.014153155,0.326927633,325610,1859154493,0.907319788
261,325620,34000,0,105,6606,544666055,690275728.6,729927102.4,7060.121472,685997579.2,0.151057103,0.079874625,8588429470,4541312947,3854049360,25510897.76,55195859.08,3246166550,2886096548,0,8588429470,0.00082205,0.08498959,0.080372754,0.448749026,0.00642677,0.33604474,325620,1488979715,0.920911691
262,325910,34000,1,33,695,74499537,94416058.62,99839581.84,742.7769336,93830892.46,0.409506399,0.138900372,675526574,229131688.3,194455842.8,2251469.234,4871321.258,112573461.7,100086632.7,0,675526574,0.001099553,0.147795195,0.139766609,0.287858169,0.007211147,0.148160911,325910,168024552.9,0.907234519
263,3259A0,34000,1,93,2234,143938675,182418883.7,192897536,2387.573625,181288298.9,0.491419657,0.153131716,1183871658,368907300.4,313078389.8,8174638.964,17686802.89,151025169.5,134273215.4,0,1183871658,0.00201675,0.162937878,0.154086706,0.264452981,0.014939798,0.113418726,3259A0,1243214253,0.807219887
264,326110,34000,0,67,2752,142124907,176540423,183421702.6,2941.182908,178822792,0.489502553,0.152351798,1173749138,365315340.6,354063467.8,3214497.155,5244036.567,177567483.4,161637705.5,0,1173749138,0.002505802,0.156269936,0.150407287,0.301651738,0.004467766,0.137710606,326110,1003297857,0.830866389
265,326120,34000,0,30,1323,85696956,106448455.6,110597656,1413.948033,107824654.1,0.694105263,0.238999638,451149864.7,155343374.9,150558730.8,982593.8222,1602974.8,45104226.1,41057875.42,0,451149864.7,0.003134098,0.245146158,0.235949213,0.333722212,0.003553087,0.091007177,326120,903851912.9,0.696354515
