sector,code,region,nondis,estab,employ,wage,bea.comp.st,bea.earn.st,bea.empl.st,gdp.comp.st,us.comp.gdp.ratio,us.comp.out.ratio,st.output,st.gdp.est,gdp,taxsub.est,taxsub.st,surplus.est,surplus.st,check,output,jobs.1000output.ratio,earn.output.ratio,comp.output.ratio,valueadded.output.ratio,taxsub.output.ratio,surplus.output.ratio,Code,st.total.dem,rpc
80,33299A,34000,1,3,69,5186727,6447312.85,6700199.338,73.74332146,6541293.348,0.633303003,0.322857474,20260622.32,10328852.57,9219646.34,637573.3593,1110885.913,2743243.269,1836182.268,0,20260622.32,0.003639736,0.330700569,0.318218895,0.455052475,0.054829802,0.090628128,33299A,188951877,0.289300677
81,332996,34000,0,16,427,24191271,30070734.85,31250215.78,456.353598,30509066.71,0.59961001,0.251293925,121407895.8,50881516.68,45417396.16,369007.1186,642945.3238,17815663.69,11924865.04,0,121407895.8,0.003758846,0.257398545,0.247683519,0.374089311,0.005295746,0.098221495,332996,173270986.4,0.68732025
82,33299B,34000,0,45,802,48027644,59700317.04,62041975.32,857.132519,60570550.22,0.702667998,0.269331729,224891996.2,86200809.44,76943781.68,2437083.683,4246290.867,20451742.8,13689317.28,0,224891996.2,0.003811307,0.275874537,0.265462169,0.342136594,0.018881467,0.060870629,33299B,600884368.1,0.532815664
83,333111,34000,0,4,13,181233,225480.8147,228688.3699,13.89366926,221981.3879,0.471127967,0.178336575,1244732.82,471170.0506,416852.1749,13004.31913,19798.11955,207457.1382,144276.2474,0,1244732.82,0.011161969,0.183724865,0.181147963,0.334892893,0.015905517,0.11590941,333111,614355540,0.01384564
84,333112,34000,0,5,83,5045249,6277040.355,6366333.779,88.70573451,6179621.677,0.398355413,0.105377644,58642625.44,15512834.69,13724469.27,119125.133,181359.2546,8144397.25,5664028.159,0,58642625.44,0.001512649,0.108561541,0.10703887,0.234035723,0.003092618,0.096585515,333112,222530877.2,0.808228651
85,333120,34000,1,5,97,5070412,6308346.871,6398085.642,103.6681476,6210442.321,0.581874263,0.187538376,33115581.2,10673168.96,9442734.502,352935.3728,537318.1505,3596171.59,2500960.664,0,33115581.2,0.003130495,0.193204691,0.190494826,0.285144761,0.016225539,0.075522173,333120,831206676.2,0.467060348
86,333130,34000,1,3,46,2912172,3623175.222,3674716.347,49.16221431,3566944.113,0.787073751,0.280525721,12715212.36,4531905.82,4009454.325,141491.4492,215410.3263,711696.6903,494950.083,0,12715212.36,0.003866409,0.289001571,0.28494807,0.315327358,0.01694115,0.038925821,333130,509647570.9,0.296551092
87,33329A,34000,0,55,1028,65177416,81090402.17,82243945.76,1098.668615,79831891.9,0.766449747,0.291115485,274227569.6,104158025,92150380.09,3653588.22,5562319.382,17879261.5,12434147.98,0,274227569.6,0.004006412,0.299911296,0.295704777,0.336036162,0.020283589,0.045342443,33329A,600018778.2,0.84525226
88,333220,34000,0,136,2901,206714183,257183197.2,260841731.7,3100.425733,253191754.5,0.926111908,0.358511525,706230447.7,273392181.1,241874722.6,7113962.429,10830484.64,10931210.56,7602119.903,0,706230447.7,0.004390105,0.369343651,0.364163281,0.342486965,0.015335624,0.010764362,333220,108471579.2,0.951029435
89,333295,34000,0,0,0,0,0,0,0,0,0.56956957,0.200818804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333295,341781841.2,0
90,33331A,34000,0,0,0,0,0,0,0,0,0.887433285,0.365118446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33331A,365828186.2,0
91,333313,34000,0,0,0,0,0,0,0,0,0.79177162,0.424392439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333313,106741928.5,0
92,333314,34000,0,14,258,17655206,21965702.89,22278173.85,275.7358976,21624798.64,0.965816081,0.445283019,48564166.44,22390182.84,19808976.4,228895.2497,348476.1848,448253.1973,311738.0763,0,48564166.44,0.005677764,0.458736873,0.452302685,0.407892853,0.007175583,0.006419097,333314,150626562.8,0.670706771
93,333315,34000,0,8,163,13408005,16681552.97,16918854.78,174.2052377,16422657.9,0.831066571,0.487405542,33694031.97,19760941.5,17482841.77,62572.8052,95262.49435,2878349.039,2001750.346,0,33694031.97,0.00517021,0.502132092,0.495089249,0.518870576,0.002827281,0.059409641,333315,60137793.62,0.740872024
94,33341A,34000,0,17,333,22203096,27623954.65,28016916.52,355.8916818,27195235.23,0.626337449,0.283955224,95772970.32,43419462.29,38413938.37,679752.8189,1034873.678,13689905.61,9520656.776,0,95772970.32,0.003715993,0.292534694,0.288431637,0.401093735,0.010805488,0.099408599,33341A,252432157.1,0.71675483
95,333414,34000,0,17,259,15152459,18851913.28,19120089.33,276.8046414,18559334.55,0.532133676,0.212177122,87470950.68,34877203.58,30856456.49,364883.5472,555508.3673,14071813.32,9786254.826,0,87470950.68,0.003164532,0.218587876,0.215521989,0.352762331,0.006350775,0.111880056,333414,120658383.3,0.872447915
96,333415,34000,0,39,1365,65428111,81402304.05,82560284.57,1458.835272,80138953.11,0.584070796,0.19760479,405551671.8,137207601.5,121389903.8,1931230.447,2940156.334,48570445.74,33778358.78,0,405551671.8,0.003597163,0.203575254,0.200719932,0.299320437,0.00724977,0.083289901,333415,701367261.1,0.872929049
97,333511,34000,0,59,564,32358747,40259095.39,40831797.22,602.7714972,39634280.57,0.884297521,0.47429078,83565361.65,44820074.29,39653083.68,616097.4985,937963.134,3971862.597,2762235.301,0,83565361.65,0.007213174,0.488621079,0.48176774,0.474515791,0.011224305,0.033054788,333511,179973299.3,0.833326338
98,33351A,34000,0,0,0,0,0,0,0,0,0.777706186,0.371498923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33351A,148189705.3,0
99,333514,34000,0,80,625,32758337,40756244.8,41336018.78,667.9648683,40123714.3,0.881386861,0.433128363,92637004.97,45523385.99,40275315.53,829444.7151,1262768.582,3958236.172,2752758.792,0,92637004.97,0.007210562,0.446214974,0.439956417,0.434764871,0.013631362,0.029715542,333514,219504637.9,0.828788262
100,33351B,34000,0,61,1100,68994292,85839163.76,87060260.4,1175.618168,84506953.46,0.751041956,0.327041742,258398065.3,112519617.3,99548023.3,1631934.808,2484500.734,23151346.35,16100623.98,0,258398065.3,0.00454964,0.336923035,0.332197394,0.385250653,0.009615013,0.062309383,33351B,150201489.7,0.926214775
101,333611,34000,1,5,272,22485640,27975481.43,28373443.9,290.6983107,27541306.36,0.615360697,0.222359551,123859336.3,44756362.43,39596716.72,123124.1191,187447.4169,15107329.42,10506405.4,0,123859336.3,0.002347004,0.229077958,0.225864939,0.319691013,0.001513389,0.0848253,333611,289681855.9,0.826103222
102,333612,34000,0,6,139,7814871,9722862.169,9861173.795,148.5553867,9571964.88,0.617479417,0.282608696,33870029.57,15501674.41,13714595.57,356110.4613,542151.9892,4890004.628,3400757.976,0,33870029.57,0.004386042,0.291147481,0.287063882,0.404918323,0.016006835,0.100406112,333612,137188278.4,0.743678268
103,333613,34000,0,8,456,30534075,37988931.96,38529339.8,487.3471679,37399349.72,0.537149147,0.233884496,159905211.5,69625633.65,61598984.85,915339.896,1393537.678,27561901.31,19167948.27,0,159905211.5,0.003047725,0.24095112,0.237571569,0.385221872,0.008714773,0.119870691,333613,93003195.2,0.918847671
104,333618,34000,1,6,216,18260239,22718453.95,23041633.1,230.8486585,22365867.13,0.604116417,0.147826087,151298512.9,37022445.48,32754388.56,300209.0606,457046.2176,12661448.8,8805415.594,0,151298512.9,0.001525783,0.152292529,0.150156492,0.216488503,0.003020824,0.058198957,333618,273198232.2,0.867675002
105,33391A,34000,0,19,567,46004260,57236143.65,58050350.82,605.9777286,56347847.72,0.385791065,0.17154593,328470910.3,146057938.7,129219948,1106855.449,1685106.024,78261191.19,54426813.56,0,328470910.3,0.001844844,0.176729047,0.174250266,0.393398453,0.005130153,0.165697515,33391A,364721945.7,0.895505673
106,333912,34000,0,10,217,14567379,18123986.71,18381807.72,231.9174023,17842705.3,0.463072776,0.182980083,97511734.59,38531103.99,34089124.46,468610.6058,713425.1859,17834768.35,12403205.18,0,97511734.59,0.002378354,0.188508673,0.185864674,0.349589971,0.007316301,0.127197052,333912,251378988.5,0.820496714
107,333920,34000,0,36,1284,108662595,135192434.3,137115601,1372.267026,133094269,0.467102732,0.178378577,746133707.8,284935753.8,252087518.1,9432670.695,14360547.46,124904079.1,86864650.53,0,746133707.8,0.00183917,0.183768136,0.181190627,0.33785837,0.019246614,0.116419684,333920,718160848.2,0.909160895
108,333991,34000,0,8,129,6471375,8051353.269,8165887.008,137.8679488,7926397.534,0.502286585,0.260577303,30418602.98,15780627.56,13961390.19,127695.6419,194407.2242,6821075.541,4743722.924,0,30418602.98,0.004532356,0.268450429,0.264685176,0.458975391,0.006391064,0.155948086,333991,70471370.65,0.795248225
109,33399A,34000,1,56,631,37281011,46383124.11,47042942.71,674.3773311,45663265.33,0.627773585,0.237765836,192051415.5,72738430.58,64352929.36,2185571.186,3327371.405,21768289.01,15138775.55,0,192051415.5,0.003511442,0.244949732,0.241514097,0.335081776,0.01732542,0.07882668,33399A,461721847,0.838807651
110,333993,34000,0,40,645,45306087,56367512.57,57169363.11,689.3397441,55492697.65,0.671374253,0.286111111,193955059.8,82655385.42,73126628.34,1112192.066,1693230.631,22958821.93,15966732.7,0,193955059.8,0.003554121,0.294755719,0.290621511,0.377028722,0.008730015,0.082321816,333993,125541053.4,0.922573192
111,333994,34000,0,21,616,49150299,61150284.21,62020171.61,658.3461742,60201241.44,0.760435572,0.354334038,169899685,79166787.66,70040206.44,1652491.259,2515796.419,15063093.4,10475641.42,0,169899685,0.003874911,0.365039945,0.359919939,0.412244475,0.01480754,0.061657804,333994,74880308.13,0.933676598
112,33399B,34000,1,8,130,17263094,21477857.23,21783388.38,138.9366926,21144524.26,0.736191024,0.288305543,73340678.93,28721518.7,25410417.15,606750.467,923732.9659,6104055.903,4245070.993,0,73340678.93,0.001894402,0.297016454,0.292850537,0.346470983,0.012595097,0.057881534,33399B,103874610.7,0.87633798
113,334111,34000,0,14,62,7532702,9236039.063,9236205.085,66.26211494,9694237.979,0.717407316,0.365151105,26548565.37,13512878.61,10321204.47,70953.5294,128283.1472,2845743.34,1483742.455,0,26548565.37,0.002495883,0.347898463,0.347892209,0.388766938,0.004832018,0.055887858,334111,1066732124,0.029387608
114,334112,34000,0,8,96,11034255,13529382.98,13529626.17,102.5994038,14200574.23,0.733333333,0.366436204,38753196.57,19364419.4,14790640.69,403099.2222,728798.6558,3544172.392,1847896.46,0,38753196.57,0.002647508,0.349122843,0.349116568,0.381662469,0.018806156,0.047683717,334112,104935421.8,0.479281963
115,33411A,34000,0,26,310,30182288,37007277.2,37007942.42,331.3105747,38843204.29,0.736952531,0.360418136,107772612.9,52707878.27,40258541.86,1034706.819,1870737.768,9555200.73,4981987.233,0,107772612.9,0.003074163,0.343389117,0.343382945,0.373550764,0.017358193,0.046226839,33411A,522168556.3,0.363059171
116,334210,34000,0,29,205,20874421,25594662.82,25595122.89,219.0924768,26864411.32,0.533664571,0.25187844,106656255.8,50339506.82,38449567.86,686181.7019,1240608.452,17244214.02,8990962.777,0,106656255.8,0.002054192,0.239977699,0.239973386,0.360499884,0.01163184,0.084298504,334210,662070109.1,0.264414452
117,334220,34000,0,55,1886,220155799,269938670,269943522.3,2015.650787,283330298.7,0.3970308,0.203211831,1394260842,713622970.3,545068805,11667105.38,21093989.39,316992595.9,165276806.9,0,1394260842,0.001445677,0.193610488,0.193607008,0.390937469,0.015129156,0.118540808,334220,1187195477,0.622749193
118,334290,34000,0,22,444,37462505,45933737.93,45934563.61,474.5222425,48212505.79,0.7922403,0.422633951,114076272.6,60855911.73,46482050.69,2457905.684,4443864.587,7199191.205,3753587.15,0,114076272.6,0.004159693,0.402665362,0.402658124,0.407464669,0.038955205,0.032904188,334290,158053622.6,0.450038915
119,334300,34000,0,14,145,12181564,14936127.96,14936396.44,154.9678495,15677107.68,0.565554231,0.248820136,63005783.66,27719901.67,21172599.97,712903.3958,1288920.96,8485443.074,4424226.163,0,63005783.66,0.002459581,0.237063894,0.237059633,0.336042165,0.020457185,0.070219366,334300,99757813.31,0.563558881
120,33441A,34000,0,111,4828,318038075,389954638.4,389961648,5159.895015,409300246.5,0.724816014,0.388175942,1054419407,564695368.9,431317155.8,12671607.93,22910118.21,105994572.2,55264522.46,0,1054419407,0.004893589,0.369835424,0.369828776,0.409056541,0.021727709,0.052412277,33441A,723599420.4,0.711159974
121,334413,34000,0,47,1657,142705209,174974515.8,174977661,1770.908459,183654982.9,0.490960933,0.315875968,581414863.4,374072498.5,285718451.1,10483264.16,18953618.38,134952932.1,70363125.17,0,581414863.4,0.00304586,0.300951476,0.300946066,0.491419241,0.032599129,0.121020513,334413,1508075442,0.331384996
122,334418,34000,0,31,1153,68653196,84177443.91,84178957.03,1232.261589,88353477.95,0.476154524,0.156034803,566242123.1,185556313.2,141728843,4101879.185,7416149.354,70124299.81,36562116.93,0,566242123.1,0.00217621,0.148662478,0.148659806,0.250297244,0.013097135,0.064569758,334418,637136923.1,0.619117963
123,334510,34000,0,42,1925,166042421,203588869.8,203592529.4,2057.331794,213688892,0.434684991,0.245409849,870742935.2,491594824.5,375482593.3,7127476.087,12886392.99,205138469.5,106957170.7,0,870742935.2,0.002362732,0.233814736,0.233810533,0.431220947,0.014799308,0.122834382,334510,714633412.2,0.805119496
124,334511,34000,0,61,6490,723578788,887198504.8,887214452.6,6936.147193,931212328.3,0.609391955,0.333962187,2788376544,1528100790,1167171050,21399955.64,38690868.27,434462772.9,226524596.3,0,2788376544,0.002487522,0.318183157,0.318177438,0.418584446,0.013875769,0.081238883,334511,1070296980,0.843417878
125,334512,34000,0,21,266,15805219,19379184.27,19379532.62,284.285848,20340583.54,0.861744301,0.485212054,41921018.63,23603966.41,18028827.96,357360.3164,646103.2517,2135227.89,1113286.721,0,41921018.63,0.006781463,0.462286778,0.462278468,0.430066553,0.015412394,0.026556767,334512,115910648.8,0.504187158
126,334513,34000,0,50,694,52766973,64698938.56,64700101.55,741.7081898,67908646.02,0.944335415,0.494811629,137241410.6,71911573.96,54926420.97,1322937.882,2391856.142,1734518.557,904360.8345,0,137241410.6,0.005404405,0.471432793,0.471424319,0.400217549,0.017428094,0.006589562,334513,291980123.1,0.545476241
127,334514,34000,0,9,68,3713170,4552812.944,4552894.783,72.67457767,4778677.51,0.386526316,0.156842645,30467973.28,12363136.26,9443025.5,274344.7409,496012.0669,5518702.903,2877397.156,0,30467973.28,0.002385278,0.149432151,0.149429465,0.30993284,0.016279785,0.094440058,334514,495595177.8,0.120277831
128,334515,34000,0,57,1307,109900691,134752055.1,134754477.4,1396.848133,141437090.3,0.750036227,0.375317236,376846775.8,188573678.5,144033521.7,3694237.551,6679138.071,32329796.42,16856436.36,0,376846775.8,0.003706674,0.357584265,0.357577837,0.382207122,0.01772375,0.044730212,334515,371777501.1,0.697299598
129,334516,34000,0,34,701,55602574,68175741.65,68176967.14,749.1893963,71557932.95,0.501743217,0.250681612,285453458.2,142618635.5,108932829.3,3583208.12,6478398.165,50693313.03,26430992.45,0,285453458.2,0.002624559,0.238837419,0.238833126,0.381613276,0.022695112,0.092593001,334516,420183912.7,0.631512429
130,334517,34000,0,10,93,6713623,8231745.3,8231893.269,99.39317241,8640121.309,0.71897634,0.257300847,33579840.17,12017254.02,9178838.908,226036.1102,408670.6306,2353434.795,1227057.645,0,33579840.17,0.002959906,0.245143909,0.245139502,0.273343734,0.012170118,0.036541497,334517,180922434.3,0.330255579
131,33451A,34000,0,34,1065,61972743,75986369.19,75987735.08,1138.212136,79756044.89,0.57462827,0.301620233,264425380.4,138795894.7,106013000.7,2673770.392,4834145.442,42421163.09,22117975.22,0,264425380.4,0.004304474,0.287369295,0.287364129,0.400918401,0.0182817,0.083645432,33451A,253809208.3,0.705194613
132,334610,34000,0,22,393,22183112,27199282.41,27199771.33,420.0163092,28548635.91,0.538648649,0.284024512,100514690.5,53000478.11,40482031.09,1334812.917,2413326.065,17341626.83,9041752.854,0,100514690.5,0.004178656,0.270604935,0.270600071,0.402747408,0.024009685,0.089954541,334610,262118516.2,0.383470393
133,335110,34000,0,9,278,29130655,40444078.58,40759635.29,297.1107734,40976087.04,0.896032832,0.314903846,130122535.9,45730564.32,41663320.31,284974.8311,159312.6588,4046642.602,3466081.288,0,130122535.9,0.002283315,0.313240401,0.310815327,0.320185278,0.001224328,0.026637056,335110,43340457.64,0.941369687
134,335120,34000,0,55,1452,90877981,126172109.9,127156542.2,1551.815982,127831799.9,0.58204878,0.265817145,480901259.8,219623860,200090669.4,6090564.766,3404876.363,77576616.6,66446900.7,0,480901259.8,0.003226891,0.264412995,0.262365938,0.41607433,0.007080198,0.138171609,335120,531574841.5,0.904293088
135,335210,34000,1,10,18,720033,999671.0074,1007470.737,19.23738821,1012820.854,0.749116608,0.295758929,3424481.077,1352020.291,1231772.564,45266.55359,25305.86642,264635.2364,226668.7057,0,3424481.077,0.005617607,0.294196614,0.291918975,0.359696122,0.007389694,0.066190673,335210,89336357.24,0.433880967
136,335221,34000,1,1,13,326022,452638.6168,456170.2377,13.89366926,458592.7041,0.594145043,0.190975192,2401320.811,771853.1179,703205.0482,9357.352605,5231.145211,276041.9018,236438.8864,0,2401320.811,0.005785845,0.189966387,0.188495687,0.292840942,0.002178445,0.098462015,335221,131933512.6,0.251412613
137,335222,34000,0,0,0,0,0,0,0,0,0.410706638,0.166031856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335222,154768278.2,0
138,335224,34000,0,0,0,0,0,0,0,0,0.842525399,0.273627151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335224,134956392.2,0
139,335228,34000,1,1,60,3211658,4458964.225,4493754.388,64.12462736,4517618.219,0.392265193,0.170785043,26452071.85,11516745.04,10492453.89,94858.95028,53030.05716,6281770.485,5380541.173,0,26452071.85,0.002424182,0.169882889,0.168567674,0.396659058,0.00200476,0.203407174,335228,98657423.81,0.766253646
140,335311,34000,0,23,841,49130426,68211127.06,68743330.53,898.8135268,69108388.13,0.662405769,0.274480511,251778852.9,104329387.5,95050405.68,1370769.535,766316.5843,30686545.26,26284026.24,0,251778852.9,0.003569853,0.273030597,0.270916823,0.377515445,0.00304361,0.104393304,335311,216182290.8,0.924512146
141,335312,34000,0,15,290,19195307,26650156.15,26858088.58,309.9356989,27000716.96,0.688813559,0.245588591,109942880,39198875.5,35712555.28,605297.5471,338386.24,10507965.42,9000414.883,0,109942880,0.002819061,0.244291296,0.242400019,0.324828268,0.003077837,0.081864463,335312,371053510.3,0.812842933
142,335313,34000,0,19,296,23660824,32849938.49,33106243.47,316.3481616,33282052.32,0.584311019,0.244913702,135892978.2,56959480.87,51893544.98,847582.6303,473833.5729,20712054.42,17740549.71,0,135892978.2,0.002327921,0.243619971,0.241733892,0.381870687,0.003486814,0.13054795,335313,337066757,0.809780219
143,335314,34000,0,19,635,47265578,65622031.17,66134033.75,678.6523062,66485234.82,0.815419673,0.398515081,166832418.5,81534989.89,74283325.63,761735.5837,425841.5408,12963611.14,11103755.48,0,166832418.5,0.004067868,0.396409968,0.393341005,0.445257141,0.002552511,0.066556342,335314,277699947.9,0.822113558
144,335911,34000,1,3,75,4833093,6710113.214,6762467.51,80.1557842,6798379.214,0.577486118,0.200807443,33855215.37,11772368.2,10725342.11,216564.2022,121068.3018,4315041.728,3695973.887,0,33855215.37,0.002367605,0.199746699,0.198200281,0.316800292,0.003576061,0.109170001,335911,319273025.5,0.724534823
145,335912,34000,0,0,0,0,0,0,0,0,0.598145286,0.251298701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335912,74671390.4,0
146,335920,34000,1,14,238,24630041,34195568.67,34462372.65,254.3610219,34645383.15,0.473134708,0.115907673,298905001,73225198.94,66712601.6,4128128.9,2307793.95,31003437.21,26555454.52,0,298905001,0.000850976,0.115295403,0.114402799,0.223189981,0.007720827,0.088842456,335920,410246061.6,0.890102528
147,335930,34000,0,24,1319,83317142,115674880.6,116577410.3,1409.673058,117196488.1,0.550900015,0.290106739,403977131.2,212736403.9,193815778.8,3195571.001,1786455.704,83876409.49,71842878.65,0,403977131.2,0.003489487,0.288574281,0.28634017,0.479769184,0.00442217,0.177838974,335930,271314036,0.927332802
148,335991,34000,0,7,147,8931319,12399960.37,12496708.54,157.105337,12563071.61,0.553251649,0.220097488,57079577.47,22707698.43,20688091.81,467968.1465,261613.4533,8754904.074,7498860.702,0,57079577.47,0.002752391,0.218934847,0.217239877,0.362442974,0.004583311,0.131375547,335991,141794581.9,0.880003527
149,335999,34000,0,38,681,42742809,59342761.97,59805771.82,727.8145205,60123367.02,0.70282516,0.279254474,215299565.7,85545268.5,77936932.91,1557907.774,870934.5619,21623759.9,18521455.18,0,215299565.7,0.003380474,0.277779343,0.275628805,0.361992987,0.004045222,0.08602644,335999,242309476.6,0.889535982
150,336111,34000,0,3,49,3537373,4638699.928,6726230.308,52.36844568,4696087.712,0.60238963,0.148712517,31578294.82,7795764.537,8414203.453,110238.2147,226481.9315,3235724.5,3711677.91,0,31578294.82,0.001658368,0.213001695,0.1468952,0.266455282,0.007172076,0.117538896,336111,2270210099,0.033205133
151,336112,34000,0,0,0,0,0,0,0,0,0.203210136,0.038476359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336112,4570304037,0
152,336120,34000,1,1,45,2141559,2808312.716,4072123.311,48.09347052,2843055.822,0.650313437,0.119234421,23844254.01,4371823.895,4718641.197,45012.93047,92478.05275,1605032.492,1841122.026,0,23844254.01,0.002016984,0.170780068,0.117777336,0.197894268,0.003878421,0.077214495,336120,600778682.5,0.154981732
153,336211,34000,0,10,296,14105686,18497355.14,26821625.17,316.3481616,18726195.59,0.847938931,0.226971802,82504502.38,22084368.23,23836323.75,269295.8714,553262.308,3355280.992,3848820.362,0,82504502.38,0.003834314,0.325092866,0.22419813,0.288909369,0.006705844,0.046649822,336211,103573833.6,0.73637878
154,336212,34000,1,5,201,13432338,17614366.74,25541270.02,214.8175017,17832283.28,0.818272095,0.220704433,80797123.35,21792608.33,23521418.51,397084.523,815801.2172,3877413.578,4447755.155,0,80797123.35,0.002658727,0.316116081,0.21800735,0.291117029,0.010096909,0.055048435,336212,203854487.1,0.612409796
155,336213,34000,0,0,0,0,0,0,0,0,0.814472671,0.183076657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336213,158072063.4,0
156,336214,34000,1,1,12,615104,806610.6912,1169605.571,12.82492547,816589.694,0.659567388,0.183756722,4443862.987,1238068.633,1336284.763,20010.91991,41111.98466,434903.9927,498875.4583,0,4443862.987,0.002885986,0.263195687,0.181511152,0.300703412,0.009251407,0.112261665,336214,290672209.9,0.017488823
157,336310,34000,0,11,314,14811652,19423116.83,28164002.66,335.5855499,19663410.37,0.700496992,0.192585668,102102148.2,28070656.41,30297504.88,1517649.015,3117975.75,7556544.834,8668061.986,0,102102148.2,0.003286763,0.275841431,0.190232205,0.296737193,0.030537808,0.084895981,336310,192993813.6,0.616317395
158,336320,34000,0,11,255,12656415,16596867.6,24065870.96,272.5296663,16802196.14,0.9055666,0.277335228,60584428.04,18554346.12,20026264.57,547437.6499,1124698.333,1340392.791,1537555.597,0,60584428.04,0.004498345,0.397228657,0.273946097,0.330551352,0.018564149,0.025378726,336320,321642711.8,0.399561364
159,3363A0,34000,1,5,53,2864525,3756367.2,5446825.899,56.64342083,3802839.184,0.72260749,0.211731238,17960690.25,5262662.287,5680149.904,594363.0428,1221105.497,981267.9985,1125605.951,0,17960690.25,0.003153744,0.303263729,0.209143811,0.316254544,0.067987671,0.062670529,3363A0,311640488,0.17056376
160,336350,34000,0,6,22,489664,642116.1584,931084.4057,23.51236337,650060.1133,0.72842567,0.209155874,3108017.479,892417.9092,963213.5267,9552.227212,19624.83586,252031.8411,289104.0375,0,3108017.479,0.007565068,0.299575022,0.206599919,0.309912519,0.006314262,0.093018794,336350,262233732,0.013583504
161,336360,34000,1,4,86,4818688,6318939.981,9162620.19,91.91196588,6397114.894,0.723425795,0.163225217,39191952.15,8842807.294,9544308.234,154594.9906,317611.9295,2485114.474,2850658.175,0,39191952.15,0.002345174,0.233788308,0.16123055,0.243527248,0.008104009,0.072735805,336360,-33226215.01,0
162,336370,34000,1,1,3,169629,222441.3513,322545.4938,3.206231368,225193.2896,0.635781832,0.218057922,1032722.352,354199.0007,382297.649,6573.08022,13504.2454,132666.6691,152181.0479,0,1032722.352,0.00310464,0.31232547,0.21539318,0.370184347,0.013076356,0.147359111,336370,80109429.41,0.014749831
163,336390,34000,0,13,388,19241996,25232805.66,36588196.01,414.6725903,25544973.9,0.781517482,0.216514941,117982499.2,32686375.55,35279389.56,708863.4055,1456343.915,6999066.477,8028582.295,0,117982499.2,0.003514696,0.310115452,0.213869055,0.299022226,0.012343728,0.068048925,336390,669812608.8,0.404166883
164,336411,34000,1,5,341,22409492,29733556.36,26478728.42,364.4416322,30639405.9,0.557483023,0.255606008,119869662.6,54960249.28,35132428.79,311989.1813,399109.3162,15233942.33,3671090.9,0,119869662.6,0.003040316,0.220895995,0.248049053,0.293088577,0.003329527,0.030625688,336411,2217144736,0.036702347
165,336412,34000,1,5,486,31659771,42007091.69,37408722.97,519.4094816,43286861.41,0.53834384,0.228728937,189249606.9,80407461.19,51399137.4,978342.1098,1251535.226,22750386.3,5482411.203,0,189249606.9,0.002744574,0.197668696,0.221966599,0.271594421,0.006613146,0.028969208,336412,367901183.2,0.387658942
166,336413,34000,0,14,671,52636991,69840268.5,62195099.72,717.1270826,71967991.64,0.465041729,0.248024997,290164267.7,154755986.8,98925200.6,1919125.928,2455024.349,51001728.36,12290448.32,0,290164267.7,0.002471452,0.214344448,0.240692174,0.340928266,0.008460809,0.042356864,336413,523145790.3,0.42676535
167,336414,34000,0,0,0,0,0,0,0,0,0.837402173,0.474799656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336414,206572383.1,0
168,33641A,34000,0,0,0,0,0,0,0,0,0.790409121,0.410055672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33641A,60689241.65,0
169,336500,34000,1,5,64,5222349,6929162.352,6170651.298,68.39960252,7140263.188,0.713829302,0.12442323,57386897.87,10002760,6394098.609,262651.2437,335994.2092,1570070.768,378357.2487,0,57386897.87,0.001191903,0.10752718,0.120744675,0.111420879,0.005854894,0.006593095,336500,284792985.6,0.542834064
170,336611,34000,0,19,232,11961720,15871152.98,14133793.63,247.9485591,16354676.6,0.782451923,0.317698731,51478570.72,20901829.39,13361148.14,628088.1604,803476.0538,2280388.264,549530.2807,0,51478570.72,0.004816539,0.274556839,0.308306015,0.259547768,0.015607971,0.010674933,336611,457429673.9,0.361067198
171,336612,34000,0,11,823,38663638,51300023.19,45684389.92,879.5761386,52862907.31,0.765392093,0.218562043,241866824.4,69066440.28,44149577.68,2289025.415,2928214.895,8068814.586,1944431.137,0,241866824.4,0.003636613,0.188882415,0.212100288,0.182536724,0.012106724,0.008039264,336612,344254927,0.659937844
172,336991,34000,1,1,2,152950,202938.4443,180723.4859,2.137487579,209121.0784,0.646613378,0.23214016,900839.7267,323409.7614,206734.3318,2348.265444,3003.997163,70708.8817,17039.49815,0,900839.7267,0.002372772,0.200616692,0.22527697,0.229490692,0.003334663,0.018915127,336991,160546134.5,0.001496365
173,336992,34000,1,4,29,2600482,3450394.061,3072691.547,30.99356989,3555512.26,0.17721519,0.077320943,45983818.99,20063247.75,12825098.72,278302.3231,356015.71,10273994.1,2475837.535,0,45983818.99,0.00067401,0.066821147,0.075034961,0.278904602,0.007742195,0.053841494,336992,302702407.2,0.284422887
